id,speaker_utterance,listener_utterance,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry,empathy,prediction,mimicry_face,mimicry_pose,mimicry_combined,rate,rate_reason,binary_rate,binary_rate_reason
sub_4_conv_2,"I am really looking forward to seeing my nephew's first competitive football game. He's been working hard. He's like 12, but he's working very hard and I know that he's going to do well in that game.","That's so amazing, your nephew. How long has he been playing football?",0.001582955,0.0103797335,0.98803735,0.002384134,0.014335368,0.98328054,0,0.293538461538461,0.202153846153846,0.243692307692308,0.4605,0.1435,0.193,37,12,4.87350080220494E-05,0.000496517342981,3.17575068038423E-05,3.33741663780529E-05,0.000138848219649,6.88698128215037E-05,0.999050080776215,7.2232935053762E-05,5.95748715568334E-05,1,3,3,0,0,0,3,"The listener demonstrates high behavioral empathy by acknowledging the speaker's emotions and showing genuine interest in the speaker's nephew by asking a follow-up question about how long the nephew has been playing football. Although there is no pose mimicry, the verbal response effectively conveys empathy by recognizing the speaker's excitement and the hard work of the nephew.",2,"The listener demonstrates behavioral empathy by acknowledging the speaker's excitement and pride about their nephew's upcoming football game. The listener's response (""That's so amazing, your nephew."") shows interest and appreciation for the speaker's emotions. Additionally, the follow-up question (""How long has he been playing football?"") expresses a genuine interest in understanding more about the nephew's dedication and effort, further demonstrating cognitive empathy. Despite a lack of pose mimicry, the verbal response effectively communicates empathy."
sub_4_conv_2,"He's been playing football for years now, but only in his school league, I think. but he's now going to go for the first time into like the National League",it must be a very interesting experience for him like to experience the big stage such a young age would be I think would be a lot for his development too Do you think he has big chance for this event?,0.04242345,0.8110841,0.1464925,0.0031545376,0.046224955,0.9506205,0,0.330181818181818,-0.181454545454545,0.113090909090909,0.403222222222222,-0.052,0.222666666666667,30,41,9.97838651528582E-05,0.000933094823267,3.32028612319846E-05,1.8265329345013E-05,5.95813944528345E-05,0.000162623764481,0.998479425907135,7.36339206923731E-05,0.00014032542822,1,3,3,1,0,1,2,"The listener acknowledges that the experience must be interesting and significant for the speaker's acquaintance, which demonstrates a level of cognitive empathy. They also show interest in the situation by asking a follow-up question regarding the event. However, the response lacks a deeper emotional connection or affective empathy, such as expressing excitement or support for the person's achievement. Additionally, there is no pose mimicry which slightly detracts from the overall empathetic response.",2,"The listener demonstrates cognitive empathy by understanding the excitement of moving from a school league to the National League and recognizing the significance of this experience for the speaker's subject. The listener acknowledges the potential impact on the player's development and asks a follow-up question about his chances, showing interest in the speaker's situation. However, the listener's pose mimicry is 0, which slightly detracts from the overall behavioral empathy but doesn't negate it entirely."
sub_4_conv_2,"I think he does. He's going to... He has been doing great so far, but yeah, I think this is like the big test, you know? He's going to check his performance against like other kids that are right now in some manner like professional so I think he's I'm hoping he does really well you know",yeah I also hope all the best for him as well great for him to like challenge himself to be a very big challenge I think this is also a great time to improve his capabilities,0.0041325614,0.07487957,0.92098784,0.0026500463,0.03273956,0.9646104,1,0.4262,-0.1527,0.1402,0.519636363636364,0.132181818181818,0.420909090909091,57,36,0.000813110091258,0.102177336812019,0.787710189819336,0.081891767680645,0.000215262640268,0.000969689921476,0.000108684915176,0.004327597096562,0.021786378696561,1,3,3,0,0,0,2,"The listener acknowledges and responds to the speaker's emotions and concerns about the upcoming challenge. The listener's words reflect an understanding of the situation (""great for him to like challenge himself"" and ""a great time to improve his capabilities""), which shows cognitive empathy. However, the level of emotional engagement and affective empathy is somewhat limited because the response feels more factual than heartfelt. The lack of pose mimicry (0) also indicates lower behavioral empathy, as there is no physical mirroring to further convey understanding or connection.",2,"The listener demonstrates behavioral empathy by expressing hope for the speaker's referred person and acknowledging the significance of the challenge. Despite the lack of pose mimicry, the listener actively communicates understanding and support for the speaker's feelings about the upcoming test and the opportunity for improvement. This shows an appropriate level of interest and emotional engagement."
sub_4_conv_3,"So one of the things that frustrates me a lot, particularly about my family, is that they can never get along. They never like... even in things that are very minor, like choosing what to eat in a family gathering they can never choose a single thing they always have like very different ideas and it's really frustrating because sometimes I have to cook and I have to cook like seven different dishes so it's it's really really something that's frustrating about","Wow, I can really feel you man. I usually cook by myself and I already feel that sometimes it's a bit too much especially after a long day of working, coming back, having to cook just for yourself. It's already been tiring. I cannot imagine how you have to cook like seven people and it's not just one or two dishes, seven different dishes, different ingredients, everything. well, that must be a big pain",0.9772167,0.020066774,0.002716522,0.87385964,0.11050995,0.015630437,1,0.202258064516129,-0.176645161290322,-0.120064516129032,0.236285714285714,-0.177,-0.124785714285714,82,74,0.0152109246701,0.98186457157135,0.000506699259859,0.000599253980909,6.70083827571943E-05,4.78737056255341E-05,9.3396745796781E-05,0.000884573964868,0.000725733872969,1,2,3,0,0,0,3,"The listener displays a high level of behavioral empathy through their response. They acknowledge the speaker's frustration and draw a parallel to their own experiences, which shows cognitive empathy. The listener also expresses understanding and validation of the speaker's feelings about the difficulty and exhaustion of cooking multiple dishes. Despite the lack of pose mimicry, the verbal responses are sufficiently empathetic to demonstrate high behavioral empathy.",2,"The listener demonstrates cognitive empathy by expressing an understanding of the speaker's frustration and elaborating on how challenging it must be to cater to different preferences. The listener also relates on a personal level by sharing their own experiences of cooking, thereby showing affective empathy. Although the listener did not mimic the speaker's pose, the verbal communication shows a strong understanding and mirroring of the speaker's emotional state, which meets the criteria for high behavioral empathy."
sub_4_conv_3,"yeah, and I guess I shouldn't be this angry about it but like, after working, after having to do stuff all day you get home and everyone's supposed to come over and like socialize with each other and they're like, oh no, I don't want this, no, I don't want that It's... it kind of gets frustrating, you know?","Yeah, I can see how you feel. I think that's also definitely a big problem. Living in a big family that you're having right now, seven people, all living together, everyone has different ideas. That's kind of unavoidable, I think, because everyone's different. How about you like asking everyone to agree with something beforehand like few days beforehand for example so that at least you have some preparations. I think that would help a little bit.",0.9517815,0.043533947,0.0046846042,0.31667972,0.5635721,0.11974818,1,0.2803,-0.051,0.0472,0.379,-0.1723125,0.0774375,59,76,0.993788540363312,0.004763640463352,0.000235034516663,0.000331794319209,4.62393945781514E-05,0.000113606394734,0.000116202929348,7.82613133196719E-05,0.000526762742084,1,2,3,0,0,0,3,"The listener demonstrates a good degree of cognitive empathy by understanding and acknowledging the speaker's frustration with living in a large family and the accompanying challenges. The listener also provides some advice, showing an attempt to help the speaker deal with the situation. Despite the lack of pose mimicry, the listener's verbal response effectively communicates empathy through acknowledgment, understanding, and a constructive suggestion, making it a highly empathetic response.",2,"The listener demonstrates cognitive empathy by understanding the speaker's frustration with managing family dynamics and offers a practical suggestion to alleviate the problem. The response shows a clear grasp of the speaker's feelings and the context behind those feelings. While there isn't affective empathy (sharing the same emotion), the listener's thoughtful advice and acknowledgment of the situation show strong cognitive and behavioral empathy. The lack of pose mimicry does not significantly detract from the overall empathy displayed."
sub_4_conv_3,"I think so. Yeah, I think that would, that could work. I... at this point I have tried a lot of things but I guess I have to be patient with them because everyone's different but yeah that's something I will be trying I guess.","Yeah that's true I mean it's your family members, people are closest to you so just be open I think they should be listening to you as well. If they care about you. And I believe in the end, you find the same voice in certain things. It's not like you're forcing everyone to eat the same thing, but maybe have at least some agreement. Like maybe eating chicken, just prepared differently. Not eating like someone eat fish, someone shrimp, someone beef, at the same time. That would be a nightmare.",0.038221553,0.48359805,0.47818044,0.31012905,0.60003275,0.089838214,1,0.281466666666667,-0.280933333333333,0.019466666666667,0.273,-0.1964375,0.0354375,45,91,0.000610517337918,0.000795998901594,0.000125745136756,4.24138343078084E-05,0.000422843382694,0.995340943336487,0.002292884513736,7.23092816770077E-05,0.000296308047837,1,2,3,0,0,0,2,"The listener demonstrates a level of cognitive empathy by acknowledging the challenges the speaker faces with family members and providing suggestions on how to approach the situation. However, the listener's response shifts focus to offering practical advice, which somewhat diverts attention from the speaker's emotional state. While the listener recognizes the difficulty and suggests solutions, there is less emphasis on validating the speaker's feelings. The lack of pose mimicry indicates a lower level of affective empathy, as the listener is not mirroring the speaker's non-verbal cues.",2,"The listener displays cognitive empathy by acknowledging the speaker's struggle with family members and suggesting a solution that could lead to agreement, showing an understanding of the underlying issue. The listener also uses a bit of humor at the end (""That would be a nightmare""), which suggests an attempt to lighten the mood and build rapport. Despite the lack of pose mimicry, the listener's verbal response is quite supportive and empathetic, focusing on the speaker's emotional state and proposed solution."
sub_4_conv_5,yeah it's really good to be able to trust your friends you know it's something really nice that you know that you have someone to fall back on and that they will always be there for you we should be really grateful that there are people like that in the world,I think yeah that's true yeah I feel like also connections in the modern world kind of like fading away people have less and less and less time together like with all the things around like work going on too many connections like they're too easy to meet many people right now but it's feel more difficult to build like strong deeper connections that you can trust each other so something like that that you experience really rare and really something I wish I can cherish so everyone should be able to have such friends in their life,0.0018154917,0.011452832,0.9867317,0.19450083,0.5141166,0.29138264,0,0.452285714285714,-0.179714285714286,0.154714285714286,0.462780487804878,-0.121951219512195,0.177073170731707,51,98,0.000419709045673,0.001698017586023,1.78209520527162E-05,2.97919286822435E-05,9.97576862573624E-05,0.00140683632344,0.000274455727777,5.74370606045704E-05,0.995996117591858,1,3,3,0,1,1,2,"The listener acknowledges the value of trust in friendships and expands on it by discussing the difficulty of building deep connections in the modern world. This shows a degree of cognitive empathy, as they understand and relate to the speaker's sentiment about the importance of trustworthy friends. However, the response is somewhat detached and focuses more on a general observation about modern society rather than expressing direct emotional mirroring or validation of the speaker’s personal feelings. The mimicry of the speaker's head movement (pose mimicry: 1) does add a layer of behavioral empathy, but the overall response lacks a strong affective component.",2,"The listener acknowledges and expands upon the speaker's expressed sentiment about the value and rarity of trustworthy friends. The listener adds a perspective on how modern life challenges these connections, which demonstrates cognitive empathy by understanding the underlying emotion behind the speaker's statement. The listener also shares a hope that everyone can have such friends, which shows a level of personal engagement and shared feeling, indicative of affective empathy. The listener's pose mimicry (1) strengthens the connection between them, reinforcing behavioral empathy."
sub_4_conv_6,"So I feel really happy that all the things that I ordered from a store online actually arrived early. This was a few months ago, but they arrived early and everything was in perfect condition. And they arrived like one week before they were supposed to. So that's really great.","Wow, that's something that's something a surprise for me. Like for your order to come one week early, that's something not expected definitely. Usually we expect that they come either on time or in some case even later than they're supposed to be. And definitely that's something to be happy with. What did you buy anyway?",0.0016249162,0.007580323,0.9907947,0.04815035,0.26030034,0.6915493,0,0.289733333333333,-0.1684,-0.007066666666667,0.265058823529412,-0.221058823529412,0.050352941176471,50,56,0.52793687582016,0.014534573070705,0.001287862192839,0.00127051922027,0.000395732553443,0.000347419292666,0.451132267713547,0.000717010698281,0.002377767115831,1,3,3,0,0,0,2,"The listener acknowledges the speaker's happiness and expresses understanding of the situation by recognizing that early delivery is unexpected and a pleasant surprise. The listener further engages by asking a follow-up question about what the speaker bought. While the response demonstrates some cognitive empathy, it could have used a bit more affective empathy by showing more shared emotional excitement rather than just understanding. Also, there was no pose mimicry to enhance the empathetic connection.",2,"The listener demonstrates cognitive empathy by acknowledging the speaker's happiness about the early arrival of their order and by mentioning that it is indeed a pleasant surprise, as orders generally do not arrive early. This validates the speaker's emotions and adds context to the situation by comparing it to typical expectations. The listener also shows interest by asking a follow-up question about what the speaker bought, which further displays behavioral empathy. While the lack of pose mimicry might slightly detract from the overall empathy shown, the verbal response effectively demonstrates understanding and engagement."
sub_4_conv_6,I was buying some motorcycle parts like I don't think they make them anymore so I ordered from collectors but they actually arrived early and I didn't think that was going to happen because it's from from some place in Europe they they arrived and everything was in perfect order and everything was alright,well that's even more impressive actually like sending everything across the continent in orders and in perfect conditions all that this guy really knows how to do business and well I guess they win a new customer from now on yeah I'm glad that you happy with your purchase,0.09377974,0.36787426,0.53834593,0.0020520166,0.01176755,0.9861805,1,0.411538461538461,-0.082153846153846,0.158615384615385,0.4945,0.02,0.384125,54,49,0.386252820491791,0.085824094712734,0.036512650549412,0.005261842161417,9.05414708540775E-05,0.0004753448884,0.00117007677909,0.449678808450699,0.034733824431896,1,3,3,0,1,1,2,"The listener demonstrates a reasonable level of cognitive empathy by acknowledging the speaker's satisfaction with the purchase and highlighting the impressive nature of the successful delivery. They also express understanding of the situation by commenting positively on the business acumen of the seller. However, the response lacks a deep emotional engagement or personal connection that would elevate it to a higher level of empathy. The mention of being glad about the speaker's happiness does demonstrate some affective empathy but is not strongly emphasized. Additionally, pose mimicry indicates alignment with the speaker's emotions through non-verbal cues, supporting a somewhat empathetic rating.",2,"The listener expresses understanding and interest in the speaker's situation. They acknowledge the impressive nature of the delivery and the quality of service, which reflects an understanding of why the speaker is pleased. Additionally, the listener's positive reinforcement and the expression of gladness for the speaker’s happiness demonstrate affective empathy. The listener also mimics the speaker's head movement, enhancing the empathetic connection."
sub_4_conv_7,"One of the experiences that I have had while working from home that actually really spooked me was when I was late at night working on something and I was already kind of sleepy and stuff but I was just minding my own business and suddenly I hear like a big crash against my window and I was really really spooked I thought someone had like thrown a stone or something or someone was trying to get in the house and I really felt scared and it turns out it was a bat, a bat flew right to the window and I mean I'm kind of scaredof bats but it was mostly the surprise and the spook",what an experience you have there yeah and it's like you said it's in the middle of the night right it must be everything is quiet and suddenly you hear the sound on your windows and was it in mexico,0.64477277,0.32209936,0.033127856,0.052555345,0.622572,0.32487264,1,0.1852,-0.110628571428571,0.014971428571429,0.339333333333333,-0.235,-0.0145,117,40,0.047865182161331,0.614560544490814,0.000361941347364,0.002389507833868,0.000710717751645,0.000493617146276,0.076634496450424,0.000476625340525,0.256507396697998,1,2,3,0,1,1,2,"The listener acknowledges the speaker's experience and attempts to understand and validate the speaker's feelings of being spooked and scared. Phrases like ""what an experience you have there"" and ""it's like you said it's in the middle of the night right it must be everything is quiet and suddenly you hear the sound on your windows"" show some effort in understanding the situation cognitively. However, the listener's response lacks deeper emotional engagement or expressions of genuine concern or empathy. The follow-up question about whether it happened in Mexico slightly shifts the focus away from the speaker's emotional experience. The pose mimicry score of 1 indicates that the listener mimics the speaker's head movement, which adds to a somewhat empathetic but not fully empathetic response.",2,"The listener demonstrates cognitive empathy by understanding and acknowledging the speaker's feelings of being spooked and surprised by the incident. They also provide behavioral empathy by reiterating the context (late night, everything quiet), which shows they listened and comprehend the situation well. The question about Mexico adds an element of engaging further into the speaker's situation. The pose mimicry (1) indicates the listener is attuned to the speaker's non-verbal cues, enhancing the empathetic response."
sub_4_conv_7,yeah it was like when i wasn't here it was um like in the middle of nowhere basically like in in uh the countryside and everything was completely quiet like you said it was very peaceful and suddenly you hear someone trying something like it sounds like someone trying to get into the house but it was just a bat being blind i guess,yeah what an experience So did you check out what happened after that? Like did you check out the bat or call anyone?,0.15510705,0.67330325,0.17158966,0.1989446,0.7335118,0.06754358,0,0.375444444444444,-0.299,-0.065222222222222,0.17,0.037,0.197666666666667,64,23,9.8375603556633E-05,7.95121595729142E-05,2.45764367718948E-05,2.76467380899703E-05,0.000617960817181,0.002196004148573,0.995713233947754,0.000118614647363,0.001124045811594,0,2,3,1,0,1,2,"The listener acknowledges the speaker's story and shows curiosity about the details by asking follow-up questions. This demonstrates a level of cognitive empathy by understanding that the speaker might have been shocked or curious about the incident. However, the listener does not mirror any emotional or affective empathy, nor do they offer any explicit emotional support or understanding about the speaker's feelings regarding the event. Furthermore, since there was no pose mimicry, it indicates less non-verbal behavioral empathy as well. Therefore, the exchange can be considered somewhat empathetic but not fully empathetic.",1,"The listener acknowledges the speaker's story but does not demonstrate a deep understanding or share a similar emotional reaction. The follow-up question (""So did you check out what happened after that? Like did you check out the bat or call anyone?"") shifts the focus from the emotional experience to a factual inquiry, which lacks an empathetic expression of interest in the speaker's feelings. The pose mimicry is also absent, which might have contributed to a more empathetic interaction."
sub_4_conv_7,Yeah I did check that the bat was... I went outside because I didn't know if someone was... or something was wrong. I saw yeah I actually saw the bat like trying to still trying to get into the house by flying into the windows but yeah at that point I mean it's just an animal so I let it be but it was pretty spooky,"yeah I know like Spooky experience, middle of the night with the bat.",0.2715092,0.644334,0.0841568,0.044386797,0.7873676,0.16824555,1,0.010736842105263,-0.103578947368421,0.039473684210526,0.084285714285714,-0.099428571428571,0.034,66,13,0.996140658855438,0.002575686899945,0.00038634709199,0.000148266059114,4.35174952144735E-05,5.50841359654442E-05,5.81517087994143E-05,0.000141515876749,0.000450948486105,1,2,3,0,1,1,2,"The listener's comment acknowledges the speaker's experience by echoing the sentiment that it was a ""spooky experience"". This shows some level of cognitive empathy, as the listener understands and restates the speaker's feelings. However, it lacks deeper engagement or interest in the speaker's emotional state or situation, which prevents it from reaching the highest level of behavioral empathy. The listener's pose mimicry (1) adds some empathy by showing physical alignment with the speaker's experience, but it's not enough on its own to elevate the rating to a 3.",2,"The listener acknowledges the speaker's experience by summarizing it and using the term ""spooky experience,"" which shows that they understand the emotional state of the speaker. While the listener doesn't explicitly express a deep emotional connection, they validate the speaker's feelings. Additionally, the listener mimics the speaker's pose, which is a non-verbal indicator of empathy. This combination of verbal understanding and non-verbal mimicry demonstrates a moderate level of behavioral empathy."
sub_4_conv_8,"So, one of the things that has made me sad is the fact that my brother made a promise to me and he ended up just breaking it without a second thought.","Oh, I didn't expect that to happen to you. Did he say or explain to you what happened? Or like he just completely forgot about it and just like let it slide by without saying any word?",0.9664492,0.030794598,0.0027562138,0.5655789,0.4061584,0.0282627,0,0.137111111111111,-0.318666666666667,-0.118222222222222,0.2396,-0.2074,-0.0102,32,37,9.06828354345635E-05,0.000103530175693,2.41476009250619E-05,1.52888860611711E-05,0.000177058856934,0.000244857918005,0.998646914958954,8.54118625284173E-05,0.000612145115156,1,3,3,0,0,0,2,"The listener displays cognitive empathy by acknowledging the speaker's unexpected situation and asking for more details about the brother's actions. However, the listener does not fully address the speaker's emotional state or show emotional congruence (affective empathy). The listener's inquiries could lead to a deeper understanding, but the empathy displayed is somewhat limited. Additionally, the absence of pose mimicry indicates a lower level of non-verbal behavioral empathy.",2,"The listener shows cognitive empathy by acknowledging the unexpected nature of the speaker's brother breaking a promise and asks for more information about the circumstances, which shows an effort to understand the situation better. The response indicates a deeper engagement with the speaker's feelings and looks to probe further into what might have happened. This combination of understanding and seeking to know more about the emotional impact on the speaker qualifies as high behavioral empathy."
sub_5_conv_1,"Okay. So, one of the things that really disgusts me is when people take advantage of each other. And a really disgusting situation was when a former friend of mine told me that he steals money from his 5 year old saving jar Just to use them for like public transport and stuff. But I mean, that is like, I think that's pretty disgusting behavior.","Yeah, that sounds pretty weird, but why do you think he does that?",0.97706723,0.01987721,0.0030554847,0.78529245,0.20215634,0.012551253,0,0.113615384615385,-0.053153846153846,0.003769230769231,0.2944,0.0172,-0.074,65,13,7.01228273101151E-05,0.005685233045369,3.38261124852579E-05,2.16332300624344E-05,0.000403376849135,0.000224602641538,0.992632150650024,0.000452306179795,0.000476845685625,1,1,3,1,0,1,1,"The listener acknowledges the speaker's sentiment by calling the behavior ""pretty weird"" but does not demonstrate affective or cognitive empathy. The follow-up question, ""why do you think he does that?"" shifts the conversation to the friend's behavior rather than addressing the speaker's feelings of disgust. The listener misses an opportunity to express solidarity or emotional resonance with the speaker's sentiment. Additionally, there is no pose mimicry, which means the listener's non-verbal cues do not help to enhance empathetic connection.",1,"The listener's response – ""Yeah, that sounds pretty weird, but why do you think he does that?"" – acknowledges the speaker's statement but fails to show a strong level of emotional congruence or deep understanding of the speaker's feelings. The comment ""pretty weird"" downplays the strong emotion expressed by the speaker (""really disgusts me"", ""disgusting behavior""), and instead shifts the focus to an analytical question (""why do you think he does that?""). It lacks an expression of concern or empathy for the speaker's emotional state. Additionally, there is no pose mimicry, which could have enhanced the perceived empathy."
sub_5_conv_1,"He told me that he, like, when he goes outside, he usually forgets to take change for, like, the bus or whatever. And he says that since his five-year-old savings jar is there, like, he just takes it because, Like that's at the end of the day his money, not his kids.","Does he put back something in it or like, is it just always taking stuff from it?",0.45618904,0.47013894,0.073672056,0.1910091,0.78081566,0.028175158,0,0.256777777777778,-0.224111111111111,-0.124888888888889,0.1495,-0.2645,-0.2225,52,17,5.63255271117669E-05,9.2252143076621E-05,2.2118187189335E-05,4.98434346809518E-05,0.001127439201809,0.000551764387637,0.997784316539764,5.95679739490151E-05,0.000256472092588,1,1,3,1,0,1,1,"The listener's response is primarily factual and inquiry-based rather than empathetic. Although the listener asks a follow-up question, it lacks expressions of understanding or emotional engagement with the speaker's story. The absence of pose mimicry further indicates a lower level of behavioral empathy. Overall, the response does not demonstrate concern for the emotional context or the situation's impact on the speaker.",1,"The listener's response focuses on gathering more information about the current situation rather than demonstrating empathy. They ask a practical question (""Does he put back something in it or like, is it just always taking stuff from it?"") that does not address or reflect an understanding of the emotions or the deeper context of what the speaker shared. There is no evident attempt to show emotional congruence or understanding, thus lacking both affective and cognitive empathy. Additionally, the listener does not mimic the speaker's pose, which could have been an additional subtle cue of behavioral empathy."
sub_5_conv_1,"Oh, he told me he only takes stuff. He never puts anything back.","Yeah, that sounds horrible. It's pretty douchey",0.53476757,0.43257135,0.032661118,0.966512,0.028106375,0.0053817253,0,0.204,-0.1725,-0.2715,0.140666666666667,0.330666666666667,-0.095333333333333,13,7,0.000351490685716,0.998167157173157,0.000317059835652,0.000224321309361,5.13619306730107E-05,4.84472293464933E-05,7.31201507733203E-05,0.000705123646185,6.19067723164335E-05,0,1,3,1,0,1,2,"The listener acknowledges the speaker's frustration and labels the described behavior as negative (""It's pretty douchey""), which shows some level of empathy. However, the response is somewhat casual and lacks a deeper engagement with the speaker’s feelings or any probing questions to better understand the situation. Additionally, there was no pose mimicry to further show empathy.",1,"The listener acknowledges the speaker's negative sentiment about the person who ""only takes stuff and never puts anything back,"" but the response is somewhat dismissive and lacks a deeper exploration of the speaker's feelings. The listener doesn't express much interest in understanding the speaker's emotional state beyond agreeing that the behavior is unpleasant. Additionally, there is no pose mimicry, which might have supported the empathetic exchange had it been present."
sub_5_conv_2,"One of the things that makes me angry, and it's really really simple, is my internet right now. It's been pretty choppy and I can't... It can upload large files, but when I try to watch a YouTube video it's like in the lowest resolution possible and it makes no sense and I have tried to call the company but they can't help me and it's really frustrating, you know?",Did you try clearing the cache of your browser?,0.97848046,0.019144913,0.0023746053,0.1418955,0.8185637,0.039540883,0,0.233384615384615,-0.110615384615385,0.031923076923077,0.224,-0.178666666666667,-0.030666666666667,70,9,5.59563050046563E-05,4.29355641244911E-05,3.11877665808424E-05,2.02936862478964E-05,0.000219962312258,0.000603593187407,0.998461842536926,0.000302724045468,0.000261424778728,1,1,1,1,0,1,1,"The listener's response focuses on a technical solution to the problem rather than addressing or acknowledging the speaker's feelings of frustration. There is no expression of understanding or empathy for the speaker's emotional state or situation. Additionally, there is no indication of pose mimicry which would have added to behavioral empathy. This interaction lacks affective and cognitive empathy and therefore scores low on behavioral empathy.",1,"The listener's response does not display any empathy, neither affective nor cognitive. The speaker expresses frustration over their internet issues and dealing with unhelpful customer service. Instead of acknowledging the speaker's emotions or showing understanding, the listener gives a technical suggestion without addressing the speaker’s feelings. Additionally, the lack of pose mimicry further supports the absence of behavioral empathy."
sub_5_conv_2,I haven't tried that but Maybe I should do that. I don't know if that will make a difference though,"Sometimes that causes some issue, but like you can always try that. But yeah, like what network are you using?",0.35710323,0.5967294,0.04616738,0.5419301,0.43178833,0.026281603,0,0.282,-0.106,0.111333333333333,0.148571428571429,-0.101142857142857,-0.084285714285714,20,20,0.000234011939028,0.000443715543952,4.34731555287726E-05,0.000234510371229,0.002916444791481,0.010504764504731,0.923629403114319,0.000236722320551,0.061757009476423,1,1,3,0,1,1,1,"The listener acknowledges the speaker's statement but quickly shifts to asking about the network, showing a lack of depth in addressing the speaker's uncertainty and concern. The response does not display understanding of the speaker's emotional state or situation, nor does it offer any empathetic support or reassurance. The listener's pose mimicry being 1 does not compensate for the absence of cognitive or affective empathy.",1,"While the listener acknowledges the speaker's statement and offers a suggestion, the response lacks affective or cognitive empathy. The listener does not explore or address the speaker's uncertainty or feelings about trying something new and instead shifts the focus to a technical question about the network. Despite the pose mimicry, the behavioral empathy shown in terms of verbal communication is minimal."
sub_5_conv_2,"Oh, the home network from my apartment and it's not working.",How much are you paying for it?,0.9152857,0.07970768,0.0050066756,0.15663654,0.81300604,0.030357428,0,0.422,-0.2075,0.0835,0,0,0,11,7,6.10025599598885E-05,7.33664783183485E-05,2.71080334641738E-05,1.83442607522011E-05,0.000118407195259,0.000199589238036,0.99928867816925,0.000123832680401,8.95991470315494E-05,0,1,2,0,0,0,1,"The listener's response lacks emotional congruence, acknowledgment, or understanding of the speaker's frustration or inconvenience. The response is purely factual and does not convey any interest or concern for the speaker's situation. Additionally, with no pose mimicry, there's little evidence of behavioral empathy either.",1,"The listener's response lacks empathy. They do not acknowledge or show understanding of the speaker's frustration with the network issue. The question about the cost shifts the focus away from the speaker's immediate emotional concern, displaying neither cognitive nor affective empathy. Additionally, there was no pose mimicry to indicate empathetic engagement."
sub_5_conv_2,"I'm not sure actually, it's just...","Then I guess you have like a cheap network man, get it upgraded.",0.23448251,0.7180571,0.04746044,0.12781447,0.762721,0.10946442,0,0.448,-0.46,0.586,0.333,-0.131,-0.038,6,13,0.043432381004095,0.849405765533447,0.012598101049662,0.029540039598942,0.000154432462296,0.000130115629872,0.000775924825575,0.000488611636683,0.063474640250206,1,1,1,1,0,1,1,"The listener's response lacks emotional congruence and understanding of the speaker's feelings or situation. The listener dismisses the speaker's uncertainty and jumps to a solution without acknowledging the speaker's potential concerns or emotions. Additionally, there is no sign of pose mimicry to indicate physical attunement. Overall, the listener fails to demonstrate behavioral empathy.",1,The listener's response does not show any affective or cognitive empathy. They dismiss the speaker's uncertainty about the situation and immediately suggest a solution without acknowledging or exploring the speaker's feelings. The lack of pose mimicry further indicates a low level of behavioral empathy.
sub_5_conv_3,So I'm pretty optimistic about my future right now. I feel that whatever's coming next I will be able to tackle it perfectly. I think having positive thoughts about the future is a really nice thing. So I'm looking forward for like the next few years.,"Good for you, good for you man.",0.0011606748,0.008171958,0.9906674,0.0031909512,0.031700816,0.9651083,0,0.523555555555556,-0.078333333333333,0.271,0.876,-0.264,0.068,46,7,0.000143109529745,0.001228550681844,0.000108201973489,0.00055826670723,0.000202113980777,6.80522280163132E-05,0.000237688538618,0.986127495765686,0.011326453648508,1,1,2,0,1,1,2,"The listener acknowledges the speaker's optimism and supportive outlook about the future by responding with ""Good for you,"" which bears some level of empathy. This shows recognition of the speaker's positive emotions. However, the response lacks depth and further engagement that would demonstrate a higher degree of interest and understanding in the speaker's feelings or situation. The listener does not ask questions or express a deeper reflection on the speaker's future plans or emotions. The pose mimicry enhances the empathy slightly, but overall, the interaction remains somewhat empathetic rather than fully empathetic.",2,"The listener's response, ""Good for you, good for you man,"" acknowledges the speaker's positive feelings about the future and supports them. The use of repetition adds emphasis to the encouragement, which shows interest in the speaker's emotional state. Additionally, the listener's pose mimicry (coded as 1) indicates alignment and attentiveness to the speaker. These elements together demonstrate an adequate level of behavioral empathy."
