id            ,speaker_utterance                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,listener_utterance                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,s_negative    ,s_neutral    ,s_positive   ,l_negative   ,l_neutral    ,l_positive   ,predictions_ER ,valence_speaker     ,arousal_speaker      ,dominance_speaker    ,valence_listener     ,arousal_listener     ,dominance_listener   ,s_word_len ,l_word_len ,agreeing             ,acknowledging        ,encouraging          ,consoling            ,sympathizing         ,suggesting           ,questioning          ,wishing               ,neutral              ,mimicry ,empathy
sub_2_conv_6  ,"It wasn't far, well I don't know. So far it hasn't been collected so I don't know it's it's like still smells bad because of course it's going to smell bad but but it's now outside and I guess that's better? I feel really bad about the people that pass through. So, well."                                                                                                                                                                                                                                                                                                                     ,"I mean, how long has it been? Like it's probably worse in this heat. So I really hope it gets out soon."                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0.6949537     ,0.24600524   ,0.0590411    ,0.5182217    ,0.35646164   ,0.12531674   ,             0 ,0.0384615384615385  ,-0.046               ,-0.0736923076923077  ,0.132285714285714    ,-0.0285714285714286  ,0.0494285714285714   ,        53 ,        22 ,0.00296291918493807  ,0.0511958338320255   ,0.190478920936584    ,0.723749935626984    ,0.0216448269784451   ,0.000138708870508708 ,0.00720738200470805  ,0.000132891436805949  ,0.0024885181337595   ,      1 ,      1
sub_2_conv_8  ,So I've been working on a different time zone than my family. I recently was very surprised when I sent a message and my little cousins just answered me immediately because it was like 4 a.m. in the morning. and they said that they were still like watching TV and doing stuff even though it was like a school night                                                                                                                                                                                                                                                                            ,honestly I've been I've been the other I've been that person that's responding at four am yeah I hope they got a decent night's sleep                                                                                                                                                                                                                                                                                                                                                                                                                  ,0.0149369985  ,0.18782249   ,0.79724056   ,0.07216737   ,0.6132142    ,0.31461844   ,             0 ,0.328111111111111   ,-0.173444444444444   ,-0.0601111111111111  ,0.4668               ,-0.4616              ,0.084                ,        60 ,        25 ,0.00158374919556081  ,0.9335116147995      ,0.0316453538835049   ,0.0307001601904631   ,0.000430261978181079 ,7.24035271559842E-05 ,5.87607282795943E-05 ,0.000501214526593685  ,0.00149641348980367  ,      1 ,      2
sub_2_conv_8  ,"Yeah, I mean I was just like very surprised. It was like, you should be getting some sleep, right? I won't say I'm like better than that, but still it was kind of surprising to have like an immediate tex back, you know?"                                                                                                                                                                                                                                                                                                                                                                         ,"Yeah, I mean it was probably a nice surprise in a way though, right?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0.31880522    ,0.5209313    ,0.16026342   ,0.0046624783 ,0.085185885  ,0.9101516    ,             0 ,0.406933333333333   ,-0.177733333333333   ,0.0844               ,0.386                ,-0.0356              ,0.1848               ,        43 ,        14 ,0.000516959466040134 ,0.0122930891811848   ,7.61208866606466E-05 ,4.74743246741127E-05 ,0.00157430989202112  ,0.000123203397379257 ,0.984483063220978    ,0.000153555345605128  ,0.00073217274621129  ,      1 ,      2
sub_3_conv_1  ,nice that is I didn't know that actually it's really interesting I've heard it was done with coke but I had to check that I'm going to set it up like overnight but yeah I may actually check that and see if I can do that.                                                                                                                                                                                                                                                                                                                                                                          ,"I think it's also supposed to be with Coke, but you can do it with Sprite. And the thing with Sprite is that it also has citrus, a little citrusy flavor to it, whereas Coke is just kind of like the sweet, syrupy kind of stuff. So I guess it depends on what you're looking for for the meat. also like the coke would give it a better color because the sprite it just kind of left it like gray but it tasted good it just wasn't like it didn't look good if that makes sense"                                                                ,0.010638753   ,0.09882832   ,0.8905329    ,0.039707538  ,0.49985966   ,0.4604328    ,             0 ,0.331090909090909   ,-0.0874545454545455  ,0.0645454545454545   ,0.283142857142857    ,-0.264914285714286   ,-0.0830285714285714  ,        46 ,        96 ,5.67704773857258E-05 ,8.75879704835825E-05 ,1.60603503900347E-05 ,5.64484507776797E-05 ,4.3896994611714E-05  ,4.5837809011573E-05  ,7.71590421209112E-05 ,1.49635125126224E-05  ,0.999601423740387    ,      1 ,      1
sub_3_conv_2  ,So one of our friends actually has been working on research as well and it's been like only a year that she's been working on that but she has managed to put out five papers like as first and goddamn and that is like really surprising to me because that is like really impressive right?                                                                                                                                                                                                                                                                                                        ,"That's super impressive and I mean I can't believe that someone has the time to write that many papers, be first and second author and do all of that. I can't imagine doing that myself. Do you think you could pull off something like that? I feel like you could. I feel like you have all the skills and the knowledge to do it. I mean, you've been doing this for so long. That's something that you probably could do, but would it be something that you wanted to do?"                                                                      ,0.0037808171  ,0.04227999   ,0.95393914   ,0.0948601    ,0.33923066   ,0.56590927   ,             1 ,0.298666666666667   ,-0.088               ,0.069                ,0.345034482758621    ,-0.0895862068965517  ,0.172137931034483    ,        55 ,        90 ,4.96299544465728E-05 ,0.000331921823089942 ,1.90121827472467E-05 ,2.17920896830037E-05 ,0.000315386452712119 ,0.000180882314452901 ,0.998358547687531    ,7.48368693166412E-05  ,0.000647869135718793 ,      1 ,      3
sub_3_conv_3  ,"Something that really grossed me out recently is when I bought a coffee from Starbucks and suddenly I opened it and a fly flew out. So it apparently was inside of the coffee when they were doing the... they would they pour it out, pour it in and then close it and yeah that is that is pretty gross I think."                                                                                                                                                                                                                                                                                  ,How did it survive boiling hot coffee? Like poured onto it? Like you're saying that it was like they poured around it and they knew it was there? Like I don't really see how else it could like really escape the the cup necessarily                                                                                                                                                                                                                                                                                                                 ,0.9574235     ,0.03851943   ,0.004057018  ,0.49434537   ,0.465399     ,0.04025556   ,             0 ,0.180923076923077   ,-0.0390769230769231  ,-0.161846153846154   ,0.271384615384615    ,-0.0675384615384615  ,-0.0841538461538462  ,        61 ,        44 ,7.2711001848802E-05  ,9.9945129477419E-05  ,2.33422961173346E-05 ,2.31133817578666E-05 ,0.00037202742532827  ,0.000302897795336321 ,0.99848347902298     ,5.99441736994777E-05  ,0.000562581000849605 ,      1 ,      3
sub_3_conv_3  ,I actually have no idea how it ended up going there but like I assume it might have gone inside after it was burned or something but the fact that it was inside of the cup is like really concerning you know                                                                                                                                                                                                                                                                                                                                                                                        ,"Yeah, it's kind of like just insanely gross. And did you like return the coffee or did you just like drink it still?"                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0.6184819     ,0.3677891    ,0.01372907   ,0.87265927   ,0.11653537   ,0.010805395  ,             0 ,0.155               ,-0.2255              ,-0.0676666666666667  ,0.31625              ,-0.186               ,-0.15425             ,        42 ,        23 ,7.1567643317394E-05  ,0.000134049914777279 ,2.29077068070183E-05 ,3.39154357789084E-05 ,0.000795083062257618 ,0.000426153826992959 ,0.995952248573303    ,0.000112820867798291  ,0.00245128641836345  ,      1 ,      3
sub_3_conv_3  ,"Oh no, I just poured it out on the nearby plant and went to get something else because it was gross. I didn't want to risk it, you know?"                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"you tell them and get a free coffee? Like, I do think that they'd probably be fine with that if you said, hey, you know, a bug flew into my drink before I even could take it from you, before I even left the establishment."                                                                                                                                                                                                                                                                                                                        ,0.9310034     ,0.06255052   ,0.006446065  ,0.34889457   ,0.53202087   ,0.1190846    ,             0 ,0.087               ,0.056                ,-0.0136666666666667  ,0.368714285714286    ,-0.124428571428571   ,-0.00171428571428572 ,        29 ,        45 ,0.00924564804881811  ,0.000112156594695989 ,9.13531839614734E-05 ,8.49364078021608E-05 ,0.000193476211279631 ,0.000404342717956752 ,0.989069938659668    ,0.000192951978533529  ,0.000605175097007304 ,      0 ,      3
sub_3_conv_4  ,"Yeah, that is a good idea, I think. I haven't tried it because I don't want to make him upset, but yeah, I think at this point it's time for taking these kinds of measures and I don't think it's unreasonable, you know?"                                                                                                                                                                                                                                                                                                                                                                          ,"Like, who cares if he's upset? right like he's gonna be he's gonna be hurting no matter what and what you're doing is setting your boundaries not setting not you're not like encroaching on his you're saying my boundaries are here i'm not comfortable with this i understand that you feel differently if this makes you upset then maybe it's something to think about whether you value a friendship where i don't hurt you or if you value a relationship where you're constantly getting hurt"                                                ,0.09598699    ,0.4904715    ,0.41354153   ,0.4802456    ,0.47965026   ,0.040104117  ,             0 ,0.267714285714286   ,-0.138428571428571   ,0.0701428571428571   ,0.19425              ,-0.0246666666666667  ,0.0426666666666667   ,        43 ,        85 ,0.00223569408990443  ,0.000675931631121784 ,0.000269053009105846 ,6.81443198118359E-05 ,0.000530715857166797 ,0.955278158187866    ,0.040356308221817    ,0.000129287815070711  ,0.000456668058177456 ,      1 ,      3
sub_3_conv_6  ,"I felt a lot of fear once in my life when I was in a period where I didn't know if I was going to be able to afford rent. I was really stressed out, really nervous. I just didn't know. And living with that uncertainty that I was either going to be kicked out of the apartment or being able to stay there, it was terrifying. It really, really, really messed me up for a long time."                                                                                                                                                                                                         ,"Yeah, I can understand how that would suck. I have never been able to relate to something like that. So yeah, all I can do is kind of imagine myself in your situation. I don't know what I would be doing either, just constantly stressed out, probably not sleeping well. Was that also affecting you? Did you find that you couldn't enjoy the normal things in your life because you were so just constantly in the back of your head worried about this kind of situation?"                                                                     ,0.93516254    ,0.057424247  ,0.007413253  ,0.893726     ,0.096323594  ,0.009950385  ,             1 ,0.068               ,-0.0519090909090909  ,0.124727272727273    ,0.255724137931034    ,-0.0986896551724138  ,0.0864827586206897   ,        78 ,        86 ,0.000286383321508765 ,0.000384758721338585 ,2.51356868830044E-05 ,2.54789301834535E-05 ,0.000129188993014395 ,6.16389879724011E-05 ,0.998030602931976    ,0.000100351062428672  ,0.000956429983489215 ,      1 ,      3
sub_3_conv_6  ,"Yeah, I feel like it was affecting every single part of my life. like I was always nervous I was always like I felt a step away from a breakdown you know it was completely overwhelming everything this nervousness this anxiety this fear it was really really rough to live through that and yeah I hope you never lived through that it's it's something that is really rough on anyone and I think now I'm glad that I'm no longer in that situation."                                                                                                                                          ,"Yeah, and I mean there's something to be said for like once you get through that situation you kind of have the knowledge and the experience of like okay the next time it happens I know I can deal with it and I know I can get through it so you know there's also like that kind of aspect of like what doesn't kill you makes you stronger."                                                                                                                                                                                                     ,0.44864184    ,0.3969629    ,0.15439528   ,0.015719999  ,0.37493545   ,0.6093446    ,             1 ,0.12264             ,0.10216              ,0.0244               ,0.368416666666667    ,-0.15575             ,0.208166666666667    ,        83 ,        68 ,0.994798064231873    ,0.00265526375733316  ,0.00133409281261265  ,0.000467168458271772 ,3.27113266394008E-05 ,0.000114999347715639 ,7.03584519214928E-05 ,8.97536156116985E-05  ,0.000437634764239192 ,      0 ,      3
sub_3_conv_7  ,"So, a recent thing that has made me feel... well, not that recent, but it made me feel very happy with myself, very content with myself, was when I was able to cook for over 20 people, like, on a really big get-together. I didn't know how to cook these dishes, but thanks to YouTube I was able to prepare something really nice. And I think it's really great that we have this technology now that we have access to all of this information, you know?"                                                                                                                                    ,"Yeah, yeah, that's pretty good. I mean, like, that's a lot of cooking, man. Like, 20 people's worth of food. I don't think no matter how much technology we have, that's still going to be a real pain in the butt to just kind of get through all of that. So that's cool. I mean, I'm glad that everyone enjoyed the food, at least."                                                                                                                                                                                                               ,0.0018660396  ,0.0136867585 ,0.9844471    ,0.06788687   ,0.14604886   ,0.78606427   ,             1 ,0.524857142857143   ,-0.0899285714285714  ,0.214142857142857    ,0.394695652173913    ,-0.0938260869565217  ,0.163478260869565    ,        86 ,        64 ,0.0022923625074327   ,0.996205270290375    ,0.000455853733001277 ,0.000237343905610032 ,4.02391960960813E-05 ,4.97331930091605E-05 ,4.72279716632329E-05 ,0.000454305263701826  ,0.000217660955968313 ,      1 ,      3
sub_3_conv_7  ,"I mean, there were, sure, some batches that didn't make the cut. But other than that, yeah, it was really great. People had a really good time. Some people even complimented me on the cooking. but yeah it went really well that time that's why I think it's a very prominent memory you know."                                                                                                                                                                                                                                                                                                   ,Was it expensive? I think unless the people are like helping chip in for the food if you're buying enough food for 20 people like that's got to be you know pretty sizable kind of like amount of money also it was it like a celebration or it was just kind of like meeting up with friends like what was the occasion?                                                                                                                                                                                                                              ,0.0018179484  ,0.014753011  ,0.983429     ,0.075380325  ,0.7741285    ,0.15049122   ,             0 ,0.340588235294118   ,-0.185058823529412   ,0.126117647058824    ,0.471153846153846    ,-0.161461538461538   ,0.120846153846154    ,        54 ,        62 ,0.00014346644456964  ,0.000172436761204153 ,2.99929779430386E-05 ,1.69059676409233E-05 ,0.000573590223211795 ,0.000846586481202394 ,0.995804727077484    ,0.00011479635577416   ,0.00229747127741575  ,      1 ,      3
sub_3_conv_7  ,No it was a celebration it was my niece's third third birthday so a lot of people chipped in for the same thing but yeah the person that was going to cook was no longer able to attend so we had to figure out how to do it.                                                                                                                                                                                                                                                                                                                                                                         ,Did you end up like getting help from anyone else while cooking or it was just you solo kind of thing?                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0.112014756   ,0.60407597   ,0.28390923   ,0.12016211   ,0.8428771    ,0.03696084   ,             0 ,0.366307692307692   ,-0.148               ,0.0278461538461538   ,0.168285714285714    ,-0.332857142857143   ,-0.188285714285714   ,        48 ,        21 ,8.3005303167738E-05  ,0.000101961850305088 ,2.53698563028593E-05 ,9.8569827969186E-05  ,0.00144396582618356  ,0.00271873245947063  ,0.991309404373169    ,9.12398536456749E-05  ,0.00412779161706567  ,      1 ,      3
sub_3_conv_7  ,It was mostly me doing everything.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"Yeah, that's tough. Yeah, but I mean, like, at least the party, like, was saved. You know, you stepped in, kind of, like, put all the elbow grease in, and I hope your niece is happy and that just the rest went off without a hitch."                                                                                                                                                                                                                                                                                                               ,0.23945607    ,0.6654731    ,0.095070794  ,0.05856936   ,0.43612668   ,0.505304     ,             1 ,0                   ,0                    ,0                    ,0.364                ,-0.186375            ,0.0505               ,         6 ,        46 ,0.00190530286636204  ,0.0452987886965275   ,0.0142187429592013   ,0.174536719918251    ,0.000733502267394215 ,8.43146699480712E-05 ,0.00054973439546302  ,0.00125674635637552   ,0.761416077613831    ,      0 ,      3
sub_4_conv_1  ,"So one of the things that has been... that surprised me recently is the fact that my brother was able to build a fence, like a chain link fence, to set it up all by himself without needing to call any specialists or anything. He just set it up all himself and I mean, he saved some money but it was pretty... Really surprising."                                                                                                                                                                                                                                                             ,What makes you so surprised about your brother being able to do so?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,0.0065478007  ,0.06788219   ,0.9255701    ,0.30003184   ,0.6546267    ,0.04534142   ,             0 ,0.2805              ,-0.0844              ,0.1624               ,0.4988               ,0.0736               ,0.1644               ,        64 ,        13 ,9.75160364760086E-05 ,7.16942886356264E-05 ,5.67279930692166E-05 ,1.35036780193332E-05 ,0.000205253745662048 ,0.00147386780008674  ,0.997116327285767    ,0.000581450527533889  ,0.000383708684239537 ,      1 ,      1
sub_4_conv_1  ,"So he usually never does manual labor. He only works on accounting and those kind of stuff. So I never took him as a handyman, but he was able to do it."                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Well I guess at some point a man needs to find help to do it by himself.                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.068182975   ,0.6422009    ,0.28961614   ,0.28082994   ,0.6890447    ,0.030125337  ,             0 ,0.368               ,-0.133777777777778   ,0.166666666666667    ,0.252333333333333    ,-0.0653333333333333  ,-0.117               ,        32 ,        17 ,0.00434409780427814  ,0.00109864375554025  ,0.00177002872806042  ,0.856799364089966    ,0.000317253899993375 ,0.00264043407514691  ,0.000452303327620029 ,0.000150076113641262  ,0.132427856326103    ,      1 ,      1
sub_4_conv_2  ,"I am really looking forward to seeing my nephew's first competitive football game. He's been working hard. He's like 12, but he's working very hard and I know that he's going to do well in that game."                                                                                                                                                                                                                                                                                                                                                                                             ,"That's so amazing, your nephew. How long has he been playing football?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0.001582955   ,0.0103797335 ,0.98803735   ,0.002384134  ,0.014335368  ,0.98328054   ,             0 ,0.293538461538462   ,0.202153846153846    ,0.243692307692308    ,0.4605               ,0.1435               ,0.193                ,        37 ,        12 ,4.87351026094984E-05 ,0.000496518739964813 ,3.17575722874608E-05 ,3.33741991198622E-05 ,0.000138848612550646 ,6.88698855810799E-05 ,0.999050080776215    ,7.22330732969567E-05  ,5.95749261265155E-05 ,      1 ,      3
sub_4_conv_2  ,"He's been playing football for years now, but only in his school league, I think. but he's now going to go for the first time into like the National League"                                                                                                                                                                                                                                                                                                                                                                                                                                         ,it must be a very interesting experience for him like to experience the big stage such a young age would be I think would be a lot for his development too Do you think he has big chance for this event?                                                                                                                                                                                                                                                                                                                                              ,0.04242345    ,0.8110841    ,0.1464925    ,0.0031545376 ,0.046224955  ,0.9506205    ,             0 ,0.330181818181818   ,-0.181454545454545   ,0.113090909090909    ,0.403222222222222    ,-0.052               ,0.222666666666667    ,        30 ,        41 ,9.97837705654092E-05 ,0.000933093950152397 ,3.32027993863448E-05 ,1.82652947842143E-05 ,5.95814526604954E-05 ,0.000162623458891176 ,0.998479425907135    ,7.36338479327969E-05  ,0.00014032528270036  ,      1 ,      3
sub_4_conv_2  ,"I think he does. He's going to... He has been doing great so far, but yeah, I think this is like the big test, you know? He's going to check his performance against like other kids that are right now in some manner like professional so I think he's I'm hoping he does really well you know"                                                                                                                                                                                                                                                                                                    ,yeah I also hope all the best for him as well great for him to like challenge himself to be a very big challenge I think this is also a great time to improve his capabilities                                                                                                                                                                                                                                                                                                                                                                         ,0.0041325614  ,0.07487957   ,0.92098784   ,0.0026500463 ,0.03273956   ,0.9646104    ,             1 ,0.4262              ,-0.1527              ,0.1402               ,0.519636363636364    ,0.132181818181818    ,0.420909090909091    ,        57 ,        36 ,0.000813106657005847 ,0.102176524698734    ,0.787710964679718    ,0.0818919911980629   ,0.000215262436540797 ,0.000969686603639275 ,0.00010868460230995  ,0.0043275891803205    ,0.0217862222343683   ,      1 ,      3
sub_4_conv_3  ,"So one of the things that frustrates me a lot, particularly about my family, is that they can never get along. They never like... even in things that are very minor, like choosing what to eat in a family gathering they can never choose a single thing they always have like very different ideas and it's really frustrating because sometimes I have to cook and I have to cook like seven different dishes so it's it's really really something that's frustrating about"                                                                                                                     ,"Wow, I can really feel you man. I usually cook by myself and I already feel that sometimes it's a bit too much especially after a long day of working, coming back, having to cook just for yourself. It's already been tiring. I cannot imagine how you have to cook like seven people and it's not just one or two dishes, seven different dishes, different ingredients, everything. well, that must be a big pain"                                                                                                                                ,0.9772167     ,0.020066774  ,0.002716522  ,0.87385964   ,0.11050995   ,0.015630437  ,             1 ,0.202258064516129   ,-0.176645161290323   ,-0.120064516129032   ,0.236285714285714    ,-0.177               ,-0.124785714285714   ,        82 ,        74 ,0.0152109246701002   ,0.98186457157135     ,0.000506698968820274 ,0.000599253689870238 ,6.70083827571943E-05 ,4.78737056255341E-05 ,9.33966584852897E-05 ,0.000884573033545166  ,0.000725733872968704 ,      1 ,      2
sub_4_conv_3  ,"yeah, and I guess I shouldn't be this angry about it but like, after working, after having to do stuff all day you get home and everyone's supposed to come over and like socialize with each other and they're like, oh no, I don't want this, no, I don't want that It's... it kind of gets frustrating, you know?"                                                                                                                                                                                                                                                                                ,"Yeah, I can see how you feel. I think that's also definitely a big problem. Living in a big family that you're having right now, seven people, all living together, everyone has different ideas. That's kind of unavoidable, I think, because everyone's different. How about you like asking everyone to agree with something beforehand like few days beforehand for example so that at least you have some preparations. I think that would help a little bit."                                                                                   ,0.9517815     ,0.043533947  ,0.0046846042 ,0.31667972   ,0.5635721    ,0.11974818   ,             1 ,0.2803              ,-0.051               ,0.0472               ,0.379                ,-0.1723125           ,0.0774375            ,        59 ,        76 ,0.993788540363312    ,0.00476364977657795  ,0.000235034065553918 ,0.000331794319208711 ,4.62394382338971E-05 ,0.000113606176455505 ,0.000116202812932897 ,7.82613133196719E-05  ,0.000526763498783112 ,      1 ,      2
sub_4_conv_3  ,"I think so. Yeah, I think that would, that could work. I... at this point I have tried a lot of things but I guess I have to be patient with them because everyone's different but yeah that's something I will be trying I guess."                                                                                                                                                                                                                                                                                                                                                                  ,"Yeah that's true I mean it's your family members, people are closest to you so just be open I think they should be listening to you as well. If they care about you. And I believe in the end, you find the same voice in certain things. It's not like you're forcing everyone to eat the same thing, but maybe have at least some agreement. Like maybe eating chicken, just prepared differently. Not eating like someone eat fish, someone shrimp, someone beef, at the same time. That would be a nightmare."                                    ,0.038221553   ,0.48359805   ,0.47818044   ,0.31012905   ,0.60003275   ,0.089838214  ,             1 ,0.281466666666667   ,-0.280933333333333   ,0.0194666666666667   ,0.273                ,-0.1964375           ,0.0354375            ,        45 ,        91 ,0.000610516697634012 ,0.000795998552348465 ,0.00012574513675645  ,4.24137979280204E-05 ,0.000422843208070844 ,0.995340943336487    ,0.00229288451373577  ,7.23092816770077E-05  ,0.000296307494863868 ,      1 ,      2
sub_4_conv_5  ,yeah it's really good to be able to trust your friends you know it's something really nice that you know that you have someone to fall back on and that they will always be there for you we should be really grateful that there are people like that in the world                                                                                                                                                                                                                                                                                                                                   ,I think yeah that's true yeah I feel like also connections in the modern world kind of like fading away people have less and less and less time together like with all the things around like work going on too many connections like they're too easy to meet many people right now but it's feel more difficult to build like strong deeper connections that you can trust each other so something like that that you experience really rare and really something I wish I can cherish so everyone should be able to have such friends in their life ,0.0018154917  ,0.011452832  ,0.9867317    ,0.19450083   ,0.5141166    ,0.29138264   ,             0 ,0.452285714285714   ,-0.179714285714286   ,0.154714285714286    ,0.462780487804878    ,-0.121951219512195   ,0.177073170731707    ,        51 ,        98 ,0.000419708259869367 ,0.0016980143263936   ,1.78209193109069E-05 ,2.97919286822434E-05 ,9.97575916699134E-05 ,0.00140683364588767  ,0.000274455203907564 ,5.74369514652062E-05  ,0.995996117591858    ,      1 ,      3
sub_4_conv_6  ,"So I feel really happy that all the things that I ordered from a store online actually arrived early. This was a few months ago, but they arrived early and everything was in perfect condition. And they arrived like one week before they were supposed to. So that's really great."                                                                                                                                                                                                                                                                                                               ,"Wow, that's something that's something a surprise for me. Like for your order to come one week early, that's something not expected definitely. Usually we expect that they come either on time or in some case even later than they're supposed to be. And definitely that's something to be happy with. What did you buy anyway?"                                                                                                                                                                                                                   ,0.0016249162  ,0.007580323  ,0.9907947    ,0.04815035   ,0.26030034   ,0.6915493    ,             0 ,0.289733333333333   ,-0.1684              ,-0.00706666666666667 ,0.265058823529412    ,-0.221058823529412   ,0.0503529411764706   ,        50 ,        56 ,0.52793675661087     ,0.0145345749333501   ,0.00128785986453295  ,0.00127051770687103  ,0.000395733019104227 ,0.000347418914316222 ,0.451132416725159    ,0.000717010931111872  ,0.00237776641733944  ,      1 ,      3
sub_4_conv_6  ,I was buying some motorcycle parts like I don't think they make them anymore so I ordered from collectors but they actually arrived early and I didn't think that was going to happen because it's from from some place in Europe they they arrived and everything was in perfect order and everything was alright                                                                                                                                                                                                                                                                                    ,well that's even more impressive actually like sending everything across the continent in orders and in perfect conditions all that this guy really knows how to do business and well I guess they win a new customer from now on yeah I'm glad that you happy with your purchase                                                                                                                                                                                                                                                                      ,0.09377974    ,0.36787426   ,0.53834593   ,0.0020520166 ,0.01176755   ,0.9861805    ,             1 ,0.411538461538462   ,-0.0821538461538461  ,0.158615384615385    ,0.4945               ,0.02                 ,0.384125             ,        54 ,        49 ,0.386253952980042    ,0.0858243852853775   ,0.0365127399563789   ,0.00526187755167484  ,9.05416454770602E-05 ,0.000475344684673473 ,0.00117007514927536  ,0.449677109718323     ,0.0347339250147343   ,      1 ,      3
sub_4_conv_7  ,"One of the experiences that I have had while working from home that actually really spooked me was when I was late at night working on something and I was already kind of sleepy and stuff but I was just minding my own business and suddenly I hear like a big crash against my window and I was really really spooked I thought someone had like thrown a stone or something or someone was trying to get in the house and I really felt scared and it turns out it was a bat, a bat flew right to the window and I mean I'm kind of scaredof bats but it was mostly the surprise and the spook" ,what an experience you have there yeah and it's like you said it's in the middle of the night right it must be everything is quiet and suddenly you hear the sound on your windows and was it in mexico                                                                                                                                                                                                                                                                                                                                                ,0.64477277    ,0.32209936   ,0.033127856  ,0.052555345  ,0.622572     ,0.32487264   ,             1 ,0.1852              ,-0.110628571428571   ,0.0149714285714286   ,0.339333333333333    ,-0.235               ,-0.0145              ,       117 ,        40 ,0.0478651784360409   ,0.614560663700104    ,0.000361941056326032 ,0.00238950620405376  ,0.000710718624759465 ,0.000493617262691259 ,0.0766343176364899   ,0.000476625427836552  ,0.256507396697998    ,      1 ,      2
sub_4_conv_7  ,yeah it was like when i wasn't here it was um like in the middle of nowhere basically like in in uh the countryside and everything was completely quiet like you said it was very peaceful and suddenly you hear someone trying something like it sounds like someone trying to get into the house but it was just a bat being blind i guess                                                                                                                                                                                                                                                          ,yeah what an experience So did you check out what happened after that? Like did you check out the bat or call anyone?                                                                                                                                                                                                                                                                                                                                                                                                                                  ,0.15510705    ,0.67330325   ,0.17158966   ,0.1989446    ,0.7335118    ,0.06754358   ,             0 ,0.375444444444444   ,-0.299               ,-0.0652222222222222  ,0.17                 ,0.037                ,0.197666666666667    ,        64 ,        23 ,9.8375603556633E-05  ,7.95123050920665E-05 ,2.45764367718948E-05 ,2.76467380899703E-05 ,0.000617961399257183 ,0.0021960053127259   ,0.995713233947754    ,0.000118614756502211  ,0.00112404697574675  ,      0 ,      2
sub_4_conv_7  ,Yeah I did check that the bat was... I went outside because I didn't know if someone was... or something was wrong. I saw yeah I actually saw the bat like trying to still trying to get into the house by flying into the windows but yeah at that point I mean it's just an animal so I let it be but it was pretty spooky                                                                                                                                                                                                                                                                          ,"yeah I know like Spooky experience, middle of the night with the bat."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.2715092     ,0.644334     ,0.0841568    ,0.044386797  ,0.7873676    ,0.16824555   ,             1 ,0.0107368421052632  ,-0.103578947368421   ,0.0394736842105263   ,0.0842857142857143   ,-0.0994285714285715  ,0.034                ,        66 ,        13 ,0.996140658855438    ,0.00257568946108222  ,0.000386346917366609 ,0.000148266059113666 ,4.35174952144735E-05 ,5.50841359654441E-05 ,5.81517087994143E-05 ,0.000141515876748599  ,0.000450948718935251 ,      1 ,      2
